OMoD,Companies,Cantons,Zip_codes,Cities,Streets,Group,latitude,longitude
642101231,AB Product Sàrl,NE,2300,La Chaux-de-Fonds,Rue Louis-J.-Chevrolet 46,Remettantes,47.0848173,6.8032553
642101193,NeoCoat SA,NE,2300,La Chaux-de-Fonds,Eplatures-Grise 17,Remettantes,47.0796427,6.7958932
642101184,Universo SA,NE,2300,La Chaux-de-Fonds,Rue Louis-Joseph Chevrolet 43,Remettantes,47.0846017,6.8042174
642101122,Tradition Mécanique Hologère SA,NE,2300,La Chaux-de-Fonds,La Chaux-de-Fonds,Remettantes,47.1176783,6.8405667
642101088,BM Production SA,NE,2300,La Chaux-de-Fonds,Allée du Quartz 9,Remettantes,47.0864053,6.8117111
642101070,Calame SA,NE,2300,La Chaux-de-Fonds,Allée du Tourbillon 15,Remettantes,47.0782648,6.7955687
642101056,Cadramont SA,NE,2300,La Chaux-de-Fonds,Rue Stavay-Mollondin 25,Remettantes,47.1108129,6.8273321
642101047,MLV Sàrl,NE,2300,La Chaux-de-Fonds,Rue de la Serre 106,Remettantes,47.0978198,6.820296
642101029,Procadrans Branch of Richemont Int. SA,NE,2300,La Chaux-de-Fonds,Rue de l'Orée du Bois 7,Remettantes,47.0961105,6.8444849
642101028,Applilux SA,NE,2300,La Chaux-de-Fonds,La Chaux-de-Fonds,Remettantes,47.1176783,6.8405667
642101026,Montres Jaquet Droz SA,NE,2300,La Chaux-de-Fonds,Allée du Tourbillon 2,Remettantes,47.0795578,6.7937967
642100989,Iseotec SA,NE,2300,La Chaux-de-Fonds,Allée des Défricheurs 4b,Remettantes,47.0821502,6.8019562
642100938,NIDSECURITY SA,NE,2300,La Chaux-de-Fonds,Le Crêt-du-Locle 10a,Remettantes,47.0800043,6.7850723
642100934,Stryker Spine SA,NE,2300,La Chaux-de-Fonds,Le Crêt-du-Locle 10a,Remettantes,47.0800043,6.7850723
642100933,Thommen-Furler AG Succursale La Chaux-de-Fonds,NE,2300,La Chaux-de-Fonds,Combe-des-Moulins 21,Regroupement,47.1226003,6.8569174
642100929,"Haute Ecole Arc Ingénierie, Institut des Microtechnologies appliquées",NE,2300,La Chaux-de-Fonds,Eplatures-Grise 17,Remettantes,47.0796427,6.7958932
642100841,Winkenbach SA,NE,2300,La Chaux-de-Fonds,Allée du Laser 9,Remettantes,47.0825572,6.8037571
642100711,TAG Heuer branch of LVMH Swiss Manufacture SA,NE,2300,La Chaux-de-Fonds,Rue Louis-Joseph-Chevrolet 6a,Remettantes,47.0886932,6.8117915
642100706,Fondation Feu Vert,NE,2300,La Chaux-de-Fonds,Rue Fritz-Courvoisier 27,Remettantes,47.1050099,6.8360386
642100567,FKG Dentaire Sàrl,NE,2322,Le Crêt-du-Locle,Le Crêt-du-Locle 4,Remettantes,47.0803902,6.7897807
642100554,Gil Sertissage SA,NE,2300,La Chaux-de-Fonds,Rue du Pont 4,Remettantes,47.1039914,6.8334034
642100304,Bieri et Grisoni SA,NE,2300,La Chaux-de-Fonds,Boulevard des Eplatures 11,Remettantes,47.0884524,6.8061855
642100231,Laser Automation Gekatronic SA,NE,2300,La Chaux-de-Fonds,Rue Louis-Joseph-Chevrolet 12,Remettantes,47.0869197,6.8097222
642100194,HL Technology SA,NE,2300,La Chaux-de-Fonds,Rue Jardinière 153,Remettantes,47.0947629,6.8142161
642100147,Lycée Blaise Cendrars,NE,2300,La Chaux-de-Fonds,Rue du Succès 45,Remettantes,47.095719,6.8078257
642100119,Raoul Guyot SA,NE,2300,La Chaux-de-Fonds,Rue Numa-Droz 12,Remettantes,47.1061474,6.8297085
642100112,PX Précinox SA,NE,2300,La Chaux-de-Fonds,Boulevard des Eplatures 42,Remettantes,47.0869679,6.8008033
642100111,Laboratoire Dubois SA,NE,2300,La Chaux-de-Fonds,Rue Alexis-Marie Piaget 50,Remettantes,47.1075454,6.826379
642100099,CMT Rickenbach SA,NE,2300,La Chaux-de-Fonds,Boulevard de la Liberté 59,Remettantes,47.0947252,6.8350481
642100092,Stila SA,NE,2300,La Chaux-de-Fonds,Rue Alexis-Marie-Piaget 40,Remettantes,47.1077183,6.8266317
642100085,Montremo SA,NE,2300,La Chaux-de-Fonds,Electrices 38,Remettantes,47.106797,6.8222018
642100080,Chanel SARL,NE,2300,La Chaux-de-Fonds,Allée du Laser 18,Remettantes,47.0826879,6.8059088
642100068,Grisel Etampes SA,NE,2300,La Chaux-de-Fonds,Rue Jacob-Brandt 63,Remettantes,47.095208,6.822672
642100065,Demhosa SA,NE,2300,La Chaux-de-Fonds,Rue de la Confédération 27,Remettantes,47.0901279,6.8212417
642100045,BWB-Ampho SA,NE,2300,La Chaux-de-Fonds,Chemin de la Combeta 3,Remettantes,47.0854857,6.8105294
642100040,Rubattel et Weyermann SA,NE,2300,La Chaux-de-Fonds,Rue Louis-Joseph Chevrolet 41,Remettantes,47.0843934,6.8040967
641200001,Service de l'énergie et de l'environnement,NE,2034,Peseux,Rue du Tombet 24,Remettantes,46.9856782,6.8965951
640700074,ISS Facility Services SA,NE,2035,Corcelles,Les Vernets 2,Remettantes,46.9870896,6.8669666
640600118,Patric Concept SA,NE,2013,Colombier,Chemin de la Scierie 20,Remettantes,46.9654489,6.8473972
640400146,Jean Singer & Cie SA,NE,2017,Boudry,Route de la Gare 70,Remettantes,46.9606809,6.8380809
640400120,Renaud Robert SA,NE,2017,Boudry,Route de l'Europe 21,Remettantes,46.9465588,6.8297855
640400103,Celgene Internationl Sàrl,NE,2017,Boudry,Route de Perreux 1,Remettantes,46.9425359,6.8273059
640400002,Mikron SA Boudry,NE,2017,Boudry,Route du Vignoble 17,Remettantes,46.9544628,6.8458692
640300037,Planeïte SA,NE,2014,Bôle,Rue du Verger 11,Remettantes,46.9669678,6.8470233
640300036,Ventura Mecanics SA,NE,2014,Bôle,Rue du Verger 9,Remettantes,46.9661031,6.8580121
640300002,Ceramaret SA,NE,2014,Bôle,Rue des Croix 43,Remettantes,46.9652552,6.8452605
640200053,TE connectivity,NE,2022,Bevaix,ch. des Chapons-des-prés 11,Remettantes,46.9249842,6.8117107
629700242,Arxada AG,VS,3930,Visp,Lonzastrasse 00,Remettantes,46.2944442,7.883464
629700203,"Fluri Simon Dr. med. Facharzt FMH für Kinder und Jugendmedizin, speziell Neonatologie",VS,3930,Visp,Brückenweg 6,Remettantes,46.2932134,7.8803049
629700038,Forstbetrieb Visp und Umgebung,VS,3930,Visp,Visp,Remettantes,46.2947277,7.8821204
628600003,DSM Nutritional Products AG,VS,3931,Lalden,Zweigniederlassung Werk Lalden 00,Incinération,46.2987266,7.9012033
626600835,Ciclissimo Valais,VS,1958,Uvrier,Route d’Italie 146,Remettantes,46.2528044,7.4152123
626600832,ProLabo Sàrl,VS,1950,Sion,Route de l'Etrier 5,Remettantes,46.2281835,7.3752708
626600784,"Etat du Valais, Service de l'environnement",VS,1950,Sion,Route de Chandoline 3,Remettantes,46.2244239,7.3711639
626600753,Elpol Valais SA,VS,1950,Sion,Route de la Drague 18,Remettantes,46.221313,7.357014
626600733,EPFL Sion,VS,1951,Sion,Rue de l'Industrie 17,Remettantes,46.2268819,7.3607979
626600710,Astori Frères SA,VS,1950,Sion,Chemin de Grély 25,Remettantes,46.2167546,7.3379518
626600611,Bativa SA,VS,1950,Sion,Route de Riddes 79,Remettantes,46.2224162,7.3675518
626600545,Lycée - collège des Creusets,VS,1950,Sion,Rue St-Guérin 34,Remettantes,46.2266375,7.347722
626600532,PraderLosinger SA,VS,1950,Sion,Rte de Vissigen 110,Remettantes,46.2365283,7.3740388
626600192,RSV Hôpital de Sion,VS,1950,Sion,Av. du Grand-Champsec 80,Remettantes,46.234984,7.38424
626600151,Alcide Berthod Transports SA,VS,1950,Sion,Rte de la Drague,Remettantes,46.2207279,7.3554177
626600021,Département de la Sante Publique,VS,1950,Sion,rue Pré d'Amedée 2,Remettantes,46.2351115,7.3568495
626600006,Libero Moto Pannatier SA,VS,1950,Sion,Av. de France 65,Remettantes,46.2282934,7.348202
625300017,Fatima Martins,VS,3963,Crans-Sur-Sierre,Imm. Clair-Lac,Remettantes,46.3041029,7.469189
625300009,Crans-pressing,VS,3963,Crans-Montana,"Immeuble Imperial, Route du Rawyl 26",Remettantes,46.30907,7.4722771
624800296,Pénitencier de Crêtelongue,VS,3977,Granges,Route Cantonale,Remettantes,46.2722141,7.4726408
624800258,Atelier Saint-Hubert,VS,3977,Granges,Route du Moulin 67,Remettantes,46.2597182,7.4751113
624800235,Novelis Switzerland SA,VS,3960,Sierre,Route des Laminoirs 15,Remettantes,46.2833031,7.5341208
624800102,Salamin Luc SA,VS,3960,Sierre,Av. du Rothorn 10,Remettantes,46.293781,7.5318969
624800024,Traitements Thermiques SA,VS,3960,Sierre,rue de la Signièse 6,Remettantes,46.3056531,7.544634
624800011,Commune de Sierre,VS,3960,Sierre,rue du Bourg 14,Remettantes,46.2929539,7.5341448
624600003,Electricité de la Lienne SA,VS,1958,St-Léonard,St-Léonard,Remettantes,46.2539381,7.4206493
621300016,Airnace SA,VS,1902,Evionnaz,Evionnaz,Remettantes,46.1418256,6.9494935
621300001,Siegfried Evionnaz SA,VS,1902,Evionnaz,"Route du Simplon1,36",Remettantes,46.1418256,6.9494935
615900040,Mane SA,VS,1896,Vouvry,rte de l'Industrie 21,Remettantes,46.3333214,6.8945724
615900038,Valdall Sàrl,VS,1896,Vouvry,Ch. du Carbure 1,Remettantes,46.3392529,6.896165
615900014,Sanaro SA,VS,1896,Vouvry,Av. de Savoie 56,Remettantes,46.3452309,6.8892718
615900003,TRB Chemedica SA,VS,1896,Vouvry,Ch. St-Marc 3,Remettantes,46.3355954,6.8964301
615400036,Administration communale Port-Valais,VS,1897,Bouveret,Bouveret,Remettantes,46.3835529,6.8549752
615300273,Centre d'impression Romand SA,VS,1870,Monthey,Rue du Triboulet 12,Remettantes,46.2460685,6.9611655
615300266,Ecole professionnelle intercantonale de chimie,VS,1870,Monthey,Rue des Produits 9,Remettantes,46.2547902,6.9572547
615300257,Colors & Effects Switzerland SA,VS,1870,Monthey,Route des Iles-aux-Bois 1A,Remettantes,46.2554513,6.9596642
615300233,Lemco-Précision SA,VS,1870,Monthey,Clos-Donroux 10,Remettantes,46.2629352,6.9518011
615300141,Huntsman Advanced materials Sàrl.,VS,1870,Monthey,rte du l'Ile-au-Bois,Remettantes,46.2549812,6.9597614
615300110,BASF Suisse SA,VS,1870,Monthey,Case postale 448,Remettantes,46.2524201,6.9480418
615300108,Cimo Compagnie Industrielle,VS,1870,Monthey 1,Route de l'Ile au Bois,Remettantes,46.2546488,6.9589562
615300074,Hôpital Riviera-Chablais,VS,1870,Monthey,Route de Morgins 54,Remettantes,46.2511612,6.9405231
615200083,Coquoz Démolition et fils SA,VS,1893,Collombey-Muraz,Chemin de la Ry 2,Remettantes,46.2816931,6.923074
614100074,Blanchisserie Lili,VS,1907,Saxon,Route du Village 28,Remettantes,46.1481352,7.177611
614100037,Chappot; Machines et outils agricoles,VS,1907,Chappot,rte du Simplon,Remettantes,46.1536342,7.1826402
613600495,Alponics SA,VS,1906,Charrat,Route de la Sarvaz 3,Remettantes,46.1287397,7.1265827
613600448,ETS Chappot,VS,1906,Charrat,rte Cantonale,Remettantes,46.1213177,7.1164775
613600343,Hydro Exploitation SA,VS,1920,Martigny,rue de Vorziers 12,Remettantes,46.1089403,7.0878307
613600273,Eskiss S.A.,VS,1920,Martigny,Rue Bonne de Bourbon 12,Remettantes,46.0985708,7.077101
613600120,Moulin Christophe,VS,1920,Martigny,Centre Commercial du Manoire,Remettantes,46.1014174,7.0716613
613600102,Favre SA,VS,1920,Martigny 1,Rue du Levant 132 / Cp 441,Remettantes,46.1014312,7.0880943
613600072,John Zufferey,VS,1920,Martigny,Av. Grand-St-Bernard 52,Remettantes,46.09476,7.0670926
613600004,*Debio Recherche Pharma-,VS,1920,Martigny,rte du Levant 146,Remettantes,46.102267,7.0897961
613600002,SFM SA (Société pour la fabrication du Magnésium),VS,1920,Martigny,rue des Sablons 9,Remettantes,46.1096224,7.0959104
613400009,DSMI Electronics SA,VS,1914,Isérables,Rue du Stand 1,Remettantes,46.1625122,7.2444663
611100001,Luftseilbahn Leukerbad-,VS,3954,Leukerbad,Talstation,Remettantes,46.380024,7.6288344
611000062,Forstrevier Leuk,VS,3952,Susten,Industriezone,Remettantes,46.2907343,7.6293506
603700028,Pressing de Bagnes,VS,1936,Verbier,Route des Creux 24,Remettantes,46.0975696,7.2299565
602500026,"Retripa Valais SA, Vétroz ",VS,1963,Vétroz,Route du Rhône 2,Remettantes,46.2084378,7.2794248
602500007,Eckart Suisse SA,VS,1963,Vétroz,Case postale,Remettantes,46.2219006,7.2832023
602400056,NV Remontées mécanique SA,VS,1997,Haute-Nendaz,Route de la Téäécabine 63,Remettantes,46.1863527,7.2981192
602400035,Neige aventure SA,VS,1997,Haute-Nendaz,IMM. Les Chevreuils,Remettantes,46.1863527,7.2981192
602400030,Ecoforêt,VS,1997,HAUTE-NENDAZ,La Péroua,Remettantes,46.1751457,7.2693458
602400024,Garage de la Printse,VS,1996,Basse-Nendaz,Route de Fey 353,Remettantes,46.1918121,7.3097774
602300125,CVL Cosmetics SA,VS,1964,Conthey,Route des Eterpys 22,Remettantes,46.2121148,7.3031228
602300101,Agroscope ACW,VS,1964,Conthey,Route des Vergers 18,Remettantes,46.2121002,7.3032288
602300019,Arval SA,VS,1964,Conthey,rue des Peupliers 2,Remettantes,46.2199118,7.3056922
602300005,Garage Saurer SA,VS,1964,Conthey 1,rte. des Penolifrs 14,Remettantes,46.2230047,7.3035452
602100025,Menzi - Muck S.A.,VS,1957,Ardon,Zone industrielle,Remettantes,46.2077449,7.2739589
600900005,Gemeindeverwaltung Simplon Dorf ,VS,3907,Simplon Dorf ,Simplon Dorf ,Remettantes,46.1952777,8.0559172
600800006,Luftseilbahn und Skilift Rosswald AG,VS,3911,Ried-Brig,Talstation Basweri,Remettantes,46.3150381,8.0296049
600200186,ARA Briglina,VS,3900,Brig,Mundstrasse 2,Remettantes,46.3055679,7.9538105
600200159,Schriber und Schmid GmbH,VS,3902,Brig-Glis,Bielstrasse 32,Remettantes,46.3093269,7.9641217
600200024,Société Suisse des Explosifs,VS,3900,Brig,Postfach 636,Remettantes,46.3060531,7.9539715
599900001,Entreprise virtuelle ,VD,9999,canton,dans le canton de Vaud,Remettantes,46.5613135,6.536765
593800668,Incyte Biosciences ,VD,1400,Yverdon-les-Bains,Avenue des Sciences 12,Remettantes,46.7648679,6.6390049
593800562,Sanpac SA,VD,1400,Yverdon-les-Bains,Rue des Champs Lovats 18,Remettantes,46.7669459,6.6486087
593800556,Heraeus Materials ,VD,1400,Yverdon-les-Bains,Av. des Sciences 2D,Remettantes,46.7669385,6.6450695
593800535,Polyval,VD,1400,Yverdon-les-Bains,Rue des Prés-du-Lac 30,Remettantes,46.7909169,6.633281
593800217,Ecole d'Ingénieurs de l'Etat de Vaud,VD,1400,Yverdon-les-Bains,Rte de Cheseaux 1,Remettantes,46.7793533,6.6593241
593800216,Cessnov Centre d'Enseignement - Gymnase d'Yverdon,VD,1400,Cheseaux-Noréaz,Route du Gymnase 6,Remettantes,46.7796007,6.6676085
593800209,Symbios Orthopédie SA,VD,1400,Yverdon-les-Bains,Av. des Sciences 1,Remettantes,46.7665546,6.6459413
593800186,Commune d'Yverdon,VD,1400,Yverdon-les-Bains,Rue de l'Ancien-Stand,Remettantes,46.7816488,6.6442585
593800062,Schott Suisse SA Yverdon,VD,1401,Yverdon-les-Bains,Galilée 2,Remettantes,46.7657283,6.6444248
593800045,Etablissements Hospitaliers du Nord Vaudois EHNV,VD,1400,Yverdon-les-Bains,Rue Entremonts 11,Remettantes,46.7715743,6.6463737
593800014,Ruetschi Technology AG,VD,1400,Yverdon-les-Bains,Rue des Prés-du-Lac 63,Remettantes,46.7907057,6.6316543
593800004,Leclanché SA,VD,1400,Yverdon-les-Bains,Av des Sports 42,Remettantes,46.7801715,6.6522787
592600004,Centre de foramtion professionnelle ,VD,1405,Pomy,Pomy,Remettantes,46.7621197,6.6692374
589000494,J. Torrent SA,VD,1800,Vevey,Rue du Centre 9,Remettantes,46.4596369,6.8450743
589000410,Jacques Loutan,VD,1800,Vevey,Rue du Nord 1,Remettantes,46.4662182,6.8416955
589000397,Pressing du Conseil,VD,1800,Vevey,Rue du Conseil,Remettantes,46.4598289,6.8437549
589000338,Riviera Couleurs,VD,1800,Vevey,Rue du Château 1,Remettantes,46.4582131,6.8481402
589000295,Felli Constructions SA,VD,1800,Vevey,Rue Blanchoud 3,Remettantes,46.465213,6.8374641
589000055,Commune de Vevey,VD,1800,Vevey,Rue du Simplon 16,Remettantes,46.459436,6.846291
589000033,Cornaz-Fontanellaz Construction SA,VD,1806,St-Légier-La Chiésaz,Ch de la Veyre-d'en-Haut B16,Remettantes,46.4785016,6.8609225
588900075,Pressing la Tour,VD,1814,La Tour-de-Peilz,Grand Rue 25,Remettantes,46.4528645,6.856895
588800081,BDI System,VD,1806,Saint-Légier,Route Industrielle 2,Remettantes,46.4745998,6.8650848
588600484,Unilabs-Riviera,VD,1820,Montreux,Grand-Rue 3,Remettantes,46.4314577,6.9103843
588600418,Blanchisserie du Cygne,VD,1815,Clarens,Av. Eugène-Rambert 38,Remettantes,46.4443668,6.8966692
588600412,Lauffer-Borlat SA,VD,1816,Chailly-sur-Montreux,Route de Brent 1,Remettantes,46.4548724,6.8969866
588600299,Biazzi SA,VD,1816,Chailly-Montreux,Ch Tavallaz 25,Remettantes,46.4557153,6.8870756
588600013,Riedeauneuf,VD,1815,Clarens,Av Mayor-Vautier 19,Remettantes,46.442302,6.8932312
588600004,Goldenpass - Compagnie du Chemin de Fer Montreux-Oberland Bernois SA,VD,1820,Montreux,"Voyageurs, Avenue de la Gare 22",Remettantes,46.4621784,6.8432082
588400055,Bolomey & Borloz SA,VD,1809,Fenil-sur-Corsier,rte de Fenil 51,Remettantes,46.4838775,6.8643953
588100057,Baechler,VD,1807,Blonay,Roue de Tercier,Remettantes,46.463644,6.896204
587300003,Dubois Depraz SA,VD,1345,Le Lieu,Grand Rue 12,Remettantes,46.6468833,6.281165
587300002,Valtronic SA,VD,1343,Les Charbonnières,Les Charbonnières,Remettantes,46.66669,6.31366
587200145,Société Anonyme des auto-transports de la Vallée de Joux A.V.J.,VD,1347,Le Sentier,Route du Canal 7,Remettantes,46.6050533,6.2388434
587200143,Golay - Tec SA,VD,1347,Le Sentier,Rue du Canal 16,Remettantes,46.6041661,6.2381217
587200128,Blancpain SA,VD,1347,Le Sentier,Rue G.-H. Piguet 17,Remettantes,46.6021543,6.2237836
587200118,Manufacture Romain Gauthier SA,VD,1347,Le Sentier,Rue du Canal 20,Remettantes,46.603835,6.2384884
587200115,STS Saulcy Traitement de Surface SA,VD,1347,Le Sentier,Rue G.-H. Piguet 19,Remettantes,46.6015763,6.2229204
587200096,Delcotime SA ,VD,1347,Le Sentier,Ruedes Amoureux,Remettantes,46.60578,6.23251
587200084,Vacheron Constantin SA,VD,1348,Le Brassus,Route de France 100 b,Remettantes,46.5723853,6.1885439
587200038,Bulgari Horlogerie SA,VD,1347,Le Sentier,Rue de la Gare 4,Remettantes,46.6054221,6.2300159
587200018,Meylan Frères,VD,1348,Le Brassus,Rte Planoz 31,Remettantes,46.5875717,6.2037267
587200016,Montres Breguet SA,VD,1341,Orient,Rue A.-Lugrin 2,Remettantes,46.6019961,6.2394158
587200014,Jaeger-Le Coultre SA,VD,1347,Le Sentier,Rue de la Golisse 8,Remettantes,46.6127669,6.2367859
587200011,Kif-Parechoc  SA,VD,1347,Le Sentier,Rue G.-H Piguet 19,Remettantes,46.6015763,6.2229204
587200009,La Pierrette SA,VD,1348,Le Brassus,Rte de France 100 A,Remettantes,46.5731733,6.1893991
587200008,Ecole Technique de la Vallée,VD,1347,Le Sentier,Rue G.-H Piguet 41,Remettantes,46.5997718,6.2210568
587200004,Piguet Frères SA,VD,1348,Le Brassus,Le Rocher 8,Remettantes,46.5800926,6.2125808
587100046,Val'Heure SA,VD,1346,Les Bioux,Bas des Bioux 14,Remettantes,46.6154869,6.2599099
587100038,d-Tec technologies Associées SA,VD,1344,L'Abbaye,Sus la Rose,Remettantes,46.6527351,6.3254554
586100138,SOPHiA GENETICS SA,VD,1180,Rolle,Z.A. La Pièce 12,Remettantes,46.4609219,6.3237963
586100132,Supersonic Bio Tech SA,VD,1180,Rolle,Chemin du Closel 1,Remettantes,46.4630103,6.3342578
586100008,Mécanique Navale de A à Z Sàrl,VD,1180,Rolle,Rte de Lausanne 6,Remettantes,46.4618241,6.3435776
585100013,Addiflux Sàrl,VD,1165,Allaman,Route de la Gare 10,Remettantes,46.476926,6.4026277
584100011,Commune de Château d'Oex,VD,1660,Château-d'Oex,Château-d'Oex,Remettantes,46.4746176,7.1312871
579300010,Pressing d'Oron,VD,1610,Oron-la-Ville,Rte de Moudon,Remettantes,46.5777061,6.8223415
578200016,Sergatech Sàrl,VD,1084,Carrouge,Chemin Champ du Trey 17,Remettantes,46.6023637,6.7716613
578200015,Entreprise forestière Daniel Ruch S.A.,VD,1084,Carrouge,Rte de l'Ecorcheboeuf 17,Remettantes,46.5973206,6.7598549
576400083,Tec-Ebauches SA,VD,1337,Vallorbe,ZI Le Day,Remettantes,46.7161058,6.3992958
576400001,Usines Métallurgiques de Vallorbe,VD,1337,Vallorbe,Rue du Moutier,Remettantes,46.7107204,6.3725748
575700130,Carrosserie Dan Sàrl,VD,1350,Orbe,Ch. des Ducats 46,Remettantes,46.720669,6.5465491
575700113,Dry-Lave SA,VD,1350,Orbe,Grand-Rue 28,Remettantes,46.7253905,6.5321794
575400009,Groupement forestier du Vallon du Nozon,VD,1326,Juriens,Rue du Collège 1,Remettantes,46.6912824,6.448971
574900014,Sicpa SA,VD,1373,Chavornay,Av Albert Amon 1,Remettantes,46.7027617,6.56422
574600015,Cocooning collection SA,VD,1372,Chavornay,route de Chavornay 33,Remettantes,46.687317,6.5655848
574400021,Roc Passion O. In-Albon,VD,1338,Ballaigues,Grand-Rue 35,Remettantes,46.7297295,6.4151356
574400018,N&N Swiss Burs SA,VD,1338,Ballaigues,Route des Cernys 3,Remettantes,46.7313974,6.4080614
574400006,Rouages SA,VD,1338,Ballaigues,Champs-aux-Roses,Remettantes,46.726877,6.4032574
574400003,Dentsply Sirona Switzerland Sarl,VD,1338,Ballaigues,Ch du Verger 3,Remettantes,46.7284464,6.4188796
572500002,Lauber & Fils SA,VD,1197,Prangins,Ch de la Zyma 2,Remettantes,46.3958713,6.2424499
572400482,Chaumet Horlogerie SA,VD,1260,Nyon,Route de Champ-Colin 2c,Remettantes,46.3829635,6.2184961
572400402,RénoBoites,VD,1260,Nyon,Route de Gingins 11,Remettantes,46.4020117,6.2108631
572400370,Hublot  SA,VD,1260,Nyon,Ch. de la Vuarpillière 33,Remettantes,46.3992998,6.215901
572400218,Ems Electro Medical Systems SA,VD,1260,Nyon,Ch Vuarpillière 31,Remettantes,46.398736,6.216957
572400037,GSK Consumer Health S.a.,VD,1260,Nyon,Rte de l'Etraz,Remettantes,46.4353773,6.2652762
572400034,Cleaning Technology SA,VD,1260,Nyon,Ch de la Vuarpillière 7,Remettantes,46.4001387,6.2171011
572400022,Challande Environnement CHN Transports SA,VD,1260,Nyon,Rte de Duiller 26,Remettantes,46.3946486,6.2353834
572400015,RUAG Slip Rings AG,VD,1260,Nyon,Ch de la Vuarpillière 29,Remettantes,46.3992171,6.21749
572200015,Biosafe SA (Cytiva),VD,1274,Grens,Allée des Moulins 3,Remettantes,46.4001473,6.203894
572100254,H2L Sarl,VD,1196,Gland,Route des Avouillons 14,Remettantes,46.415586,6.2672916
572100212,LM Cadrans SA,VD,1196,Gland,route des Avouillons 12,Remettantes,46.4155632,6.2678314
572100198,Perrin Frères SA,VD,1196,Gland,Z.I. La Ballastière route de Nyon 42,Remettantes,46.4151786,6.2612682
572100041,Pressing du Mont-Blanc,VD,1196,Gland,Rue du Borgeaud 4,Remettantes,46.4229034,6.2616718
571600033,Fresenius-Kabi SwissBioSim GmbH,VD,1262,Eysins,Route de Crassier 23,Remettantes,46.3832711,6.2122417
571600016,Biosafe SA,VD,1262,Eysins,Rte du Petit-Eysins,Remettantes,46.3889558,6.2081044
571600007,Pressing d'Eysins,VD,1262,Eysins,La Pinte C,Remettantes,46.381576,6.2088848
571400005,Philippe et Didier Boulenaz Sàrl,VD,1263,Crassier,Ch des Brumes 2,Remettantes,46.3696389,6.1684954
567800039,Pressing Irene Tornare,VD,1510,Moudon,Pl. de l'Hôtel-de-Ville 3,Remettantes,46.6685928,6.7975141
567500025,Bader Fers Recycling SA,VD,1522,Lucens,"ZI, rte des treize cantons 20A",Remettantes,46.7136821,6.849951
567500001,Saint-Gobain Isover SA,VD,1522,Lucens,Route de Payerne 1,Remettantes,46.7086645,6.8444052
565500002,Andre SA,VD,1137,Yens,ZA En Champs-Carroz,Remettantes,46.5204636,6.4319195
565100063,Staint-Martin Autos SA,VD,1029,Villars-Sainte-Croix,Croix du Peage 6,Remettantes,46.5630542,6.5658597
565100061,Wacker Neuson SA,VD,1029,Villars-Sainte-Croix,La Perreire 12,Remettantes,46.5679792,6.561225
564900013,Ecole de la construction,VD,1131,Tolochenaz,Riond-Bosson,Remettantes,46.5033289,6.4849366
564800083,Daphne Technology SA,VD,1025,St-Sulpice VD,Chemin de la Venoge 7,Remettantes,46.5125994,6.5433625
564600049,Fischer Connectors SA,VD,1162,Saint-Prex,Chemin du Glapin 20,Remettantes,46.4860691,6.4583547
564600044,Ferring International Center S.A.,VD,1162,St-Prex  VD,ch. de la Vergognausaz 50,Remettantes,46.4764043,6.4304359
564600005,Vetropack SA,VD,1162,St-Prex,Rue de la Verrerie,Remettantes,46.4832218,6.4547614
564500047,Veralubois SA,VD,1122,Romanel-sur-Morges,Z.I. du Moulin du Choc 8,Remettantes,46.5622607,6.5241009
564500029,Lepori Marine,VD,1122,Romanel-Sur-Morges,Rte. de Bremblens,Remettantes,46.5523166,6.5113186
564300082,Algimouss Swiss SA,VD,1028,Préverenges,Zone industrielle le Trési 3,Remettantes,46.5228322,6.5289326
564300054,Swash SA,VD,1123,Aclens,Chemin du Coteau 29H,Regroupement,46.5706536,6.5199374
564300034,Pressing des Uttins,VD,1028,Préverenges,Rue de Lausanne 25,Remettantes,46.5180167,6.529549
564200351,Savoir-Fer ,VD,1110,Morges,Rue Louis-de-Savoie 56,Remettantes,46.5087349,6.4986399
564200269,Centre d'enseignement Professionel,VD,1110,MORGES,Av. Marcelin 31,Remettantes,46.5172362,6.4863013
564200264,Gymnase de Morges,VD,1110,Morges,Av de Marcelin,Remettantes,46.5170324,6.489373
564200214,Pressing Repassage Drynette,VD,1110,Morges,Ch Grosse Pierre 3,Remettantes,46.518378,6.5003398
564200205,SUN CHEMICAL ADVANCED MATERIALS SA,VD,1110,Morges,Riond-Bosson 8,Remettantes,46.5043284,6.4840138
564200034,Chemin de Fer,VD,1110,Morges,Riond Bosson 3,Remettantes,46.5050637,6.4862491
564200004,Athenee Automobiles SA,VD,1110,Morges,Rte Suisse,Remettantes,46.4687563,6.3919794
564200001,Hopital de Zone,VD,1110,Morges,Ch. du Crêt 2,Remettantes,46.5219453,6.500054
564000009,HW Manufacture SA,VD,1167,Lussy-sur-Morges,Chemin de la Vignette 1,Remettantes,46.5036042,6.455478
563800060,GT Cadran SA,VD,1027,Lonay,Route de Denges 36,Remettantes,46.5280505,6.5308844
563600076,SOS Canalisation,VD,1163,Etoy,Rue de l'Ecureuil 1,Remettantes,46.4850978,6.4190917
563500268,FS TECHNIQUE SARL,VD,1024,Ecublens VD,Chemin de Verney 2,Remettantes,46.5173984,6.5500936
